Count,Company,PX_LAST,CUR_MKT_CAP,AVERAGE_DIVIDEND_YIELD,IS_EPS,PE_RATIO,PX_TO_BOOK_RATIO,EQY_DPS,CUR_RATIO,QUICK_RATIO,TOT_DEBT_TO_TOT_EQY,return_quarter,return_year,ten_percent_or_greater
4484,LYV US EQUITY,24.02,4816.2904,0,0.52,227.0278,3.2008,0,1.254,0.9867,118.1966,-0.027136493,0.000832639,0
4485,LYV US EQUITY,26.11,5239.2064,0,-0.9055,251.224,4.0504,0,1.1278,0.8959,123.64,0.087010824,-0.058981233,0
4486,MA US EQUITY,43.011,54375.021,0.1395,0.5556,21.7428,8.5395,0.03,1.9231,1.3427,0,0.022756456,0.33570482,1
4487,MA US EQUITY,45.148,56343.9349,0.1661,0.6176,21.8366,9.0006,0.03,1.9947,1.4404,0,0.049684964,0.490165677,1
4488,MA US EQUITY,49.128,61046.8959,0.2137,0.4879,22.2751,8.7534,0.03,1.9073,1.2059,0,0.088154514,0.700578082,1
4489,MA US EQUITY,67.278,81153.5194,0.2675,0.73,26.5393,10.5766,0.06,1.9482,1.2839,0,0.171070496,0.098724695,0
4490,MA US EQUITY,83.546,100570.6591,0.2514,0.52,31.9265,13.3311,0.06,1.8153,1.2016,0,0.24180267,0.031288153,0
4491,MA US EQUITY,74.7,88634.5971,0.3882,0.73,27.3946,13.3611,0.11,1.8922,1.2589,22.7121,-0.10588179,0.156492637,1
4492,MA US EQUITY,73.47,85842.2214,0.4628,0.8,25.9903,13.5925,0.11,1.8268,1.1812,23.6617,-0.016465863,0.272356064,1
4493,MA US EQUITY,73.92,85597.2319,0.5276,0.88,24.7487,13.1273,0.11,1.8731,1.26,22.8161,0.006124949,0.219155844,1
4494,MA US EQUITY,86.16,99647.0602,0.5687,0.7,27.0189,14.618,0.16,1.7674,1.1972,21.8933,0.165584416,0.129990715,1
4495,MA US EQUITY,86.39,99769.7373,0.6251,0.89,25.6544,15.6705,0.16,1.743,1.147,23.6028,0.002669452,0.093876606,0
4496,MA US EQUITY,93.48,108411.3892,0.6312,0.81,27.131,16.5534,0.16,1.5777,0.9531,23.2287,0.082069684,-0.057980317,0
4497,MA US EQUITY,90.12,102024.9674,0.7102,0.86,25.8993,16.1677,0.16,1.6196,1.0347,23.7377,-0.035943517,0.129272082,1
4498,MA US EQUITY,97.36,109312.7621,0.6574,0.79,27.5748,18.0248,0.16,1.7521,1.2433,53.9096,0.080337328,0.060497124,0
4499,MA US EQUITY,94.5,104964.808,0.709,0.86,27.1381,19.0069,0.19,1.6469,1.1453,60.479,-0.029375514,0.19015873,1
4500,MA US EQUITY,88.06,96751.295,0.7949,0.89,24.7014,16.565,0.19,1.7019,1.1814,56.3299,-0.068148148,0.379173291,1
4501,MA US EQUITY,101.77,111717.3655,0.7173,1.08,27.3513,17.8699,0.19,1.6537,1.1605,53.2245,0.155689303,0.387442272,1
4502,MA US EQUITY,103.25,112502.6958,0.707,0.86,27.7491,18.1298,0.19,1.8357,1.3492,91.133,0.014542596,0.465956416,1
4503,MAN US EQUITY,36.65,2937.6259,3.2742,0.51,11.0103,1.1439,0.43,1.3934,1.3231,30.0729,-0.226303568,0.495225102,1
4504,MAN US EQUITY,36.8,2919.3514,3.3424,0.79,11.4641,1.1625,0,1.4063,1.3392,29.24,0.004092769,0.976630435,1
4505,MAN US EQUITY,42.44,3329.6895,2.0264,0.68,14.3053,1.3008,0.43,1.3762,1.3127,30.7941,0.15326087,1.023091423,1
4506,MAN US EQUITY,72.74,5694.773,1.8559,1.21,18.8825,2.0469,0.46,1.448,1.382,18.49,0.327372263,-0.036293649,0
4507,MAN US EQUITY,85.86,6721.9303,1.6073,1.28,19.3907,2.338,0.46,1.4939,1.4291,17.7716,0.180368436,-0.206033077,0
4508,MAN US EQUITY,78.83,6271.643,1.7506,0.88,16.9428,2.1053,0,1.5041,1.4428,17.8003,-0.081877475,0.092858049,0
4509,MAN US EQUITY,84.85,6756.0356,1.6618,1.37,17.1405,2.1948,0.49,1.4952,1.443,17.1587,0.076366865,0.053388332,0
4510,MAN US EQUITY,70.1,5588.5432,2.0542,1.64,13.1993,1.8246,0.49,1.5003,1.4509,15.9183,-0.173836181,0.168188302,1
4511,MAN US EQUITY,68.17,5394.9545,2.1564,1.49,12.8807,1.8094,0.49,1.4853,1.4413,15.8953,-0.027532097,0.236467654,1
4512,MAN US EQUITY,86.15,6745.8588,1.7063,0.83,16.3709,2.3524,0,1.4987,1.4332,14.7427,0.263752384,-0.054904237,0
4513,MAN US EQUITY,89.38,6991.6692,1.9915,1.35,17.0546,2.4052,0.8,1.4843,1.3914,15.0525,0.037492745,-0.280152159,0
4514,MAN US EQUITY,81.89,6288.883,1.5753,1.63,15.5727,2.3002,0,1.4742,1.4233,32.7238,-0.083799508,-0.117596776,0
4515,MAN US EQUITY,84.29,6205.0776,1.8982,1.67,15.2995,2.3456,0.8,1.4757,1.4412,31.7586,0.029307608,0.05433622,0
4516,MAN US EQUITY,81.42,5877.5696,1.9651,0.98,14.3086,2.2401,0,1.5022,1.4651,32.8859,-0.034049116,0.259764186,1
4517,MAN US EQUITY,64.34,4599.8824,2.58,1.61,10.7446,1.828,0.86,1.431,1.4009,33.959,-0.209776468,0.735312403,1
4518,MAN US EQUITY,72.26,4952.0962,2.2973,1.89,11.5663,2.0244,0,1.3928,1.3628,35.4133,0.123096052,0.630500969,1
4519,MAN US EQUITY,88.87,5959.5027,1.8679,1.89,14.225,2.4897,0.86,1.4029,1.3697,33.7394,0.229864379,0.419039046,1
4520,MANH US EQUITY,11.4275,928.6398,0,0.18,20.8292,5.6836,0,2.0111,1.843,0,-0.038291605,0.688033253,1
4521,MANH US EQUITY,14.3175,1146.6428,0,0.1775,24.6345,7.0207,0,2.0077,1.8505,0,0.252898709,0.666666667,1
4522,MANH US EQUITY,15.085,1198.992,0,0.16,23.4786,7.3304,0,1.9915,1.812,0,0.053605727,0.946967186,1
4523,MANH US EQUITY,23.8625,1843.3384,0,0.2575,29.6429,10.3671,0,2.0913,1.9452,0,0.237039917,0.400523834,1
4524,MANH US EQUITY,29.37,2256.4609,0,0.22,33.8559,12.3529,0,2.0995,1.9589,0,0.230801467,0.386448757,1
4525,MANH US EQUITY,35.03,2677.9082,0,0.25,37.3653,14.9495,0,2.1075,1.9285,0,0.192713653,0.444761633,1
4526,MANH US EQUITY,34.43,2609.4103,0,0.27,34.9543,14.669,0,2.066,1.8833,0,-0.017128176,0.732500726,1
4527,MANH US EQUITY,33.42,2509.6319,0,0.3,32.4466,13.522,0,2.0301,1.8678,0,-0.029334882,0.864153202,1
4528,MANH US EQUITY,40.72,3039.0028,0,0.27,37.7037,16.5777,0,1.8716,1.7202,0,0.218432077,0.625,1
4529,MANH US EQUITY,50.61,3757.0064,0,0.31,44.0087,20.8915,0,1.9732,1.7785,0,0.242878193,0.12369097,1
4530,MANH US EQUITY,59.65,4401.1471,0,0.35,48.4959,23.8164,0,2.0482,1.8602,0,0.178620826,0.075104778,0
4531,MANH US EQUITY,62.3,4573.795,0,0.38,47.5573,23.9117,0,1.9359,1.7651,0,0.044425817,-0.075120385,0
4532,MANH US EQUITY,66.17,4834.6638,0,0.36,47.2643,24.6299,0,1.9432,1.778,0,0.06211878,-0.198579417,0
4533,MANH US EQUITY,56.87,4151.4211,0,0.38,38.7297,23.4469,0,1.7647,1.6693,0,-0.140547076,-0.084754704,0
4534,MANH US EQUITY,64.13,4626.1469,0,0.46,40.6276,26.2427,0,1.8162,1.7094,0,0.127659574,-0.25058475,0
4535,MANH US EQUITY,57.62,4125.8816,0,0.47,34.5518,21.9314,0,1.8632,1.7583,0,-0.101512553,-0.278549115,0
4536,MANH US EQUITY,53.03,3775.1739,0,0.42,31.7994,20.1843,0,1.7597,1.6652,0,-0.07965984,-0.065811805,0
4537,MAR US EQUITY,67.33,26261.4184,1.6337,0.26,19.1015,4.5013,0.3,0.7242,0.5322,151.0358,0.013090581,0.637605822,1
4538,MAR US EQUITY,82.68,32284.8722,1.3304,0.63,23.4562,5.5276,0.3,0.6549,0.496,158.7829,0.227981583,0.641630382,1
4539,MAS US EQUITY,12.1902,4952.9771,3.6915,-0.22,30.0823,7.6013,0.075,1.5641,1.1991,706.462,0.037393199,0.405194336,1
4540,MAS US EQUITY,13.2273,5374.3551,2.835,0.04,35.0133,10.7483,0.075,1.6548,1.1805,538.4273,0.085076537,0.413954473,1
4541,MAS US EQUITY,14.6423,5949.2861,2.0489,-0.25,102.0498,15.8701,0.075,1.7277,1.2266,679.4007,0.106975724,0.366745662,1
4542,MAS US EQUITY,18.7028,7595.6852,1.604,0.31,27.478,13.7864,0.075,1.8511,1.3243,499.4169,0.091841024,0.124056291,1
4543,MAS US EQUITY,20.0123,8128.6009,1.4991,0.12,22.7847,13.0735,0.075,1.9461,1.4299,449.1481,0.070016254,0.106719368,1
4544,MAS US EQUITY,19.5201,7944.1574,1.5369,0.21,21.0285,12.1358,0.075,1.9872,1.4105,427.8402,-0.024594874,0.202165973,1
4545,MAS US EQUITY,19.5114,7940.5805,1.5376,0.39,18.1443,9.9377,0.075,1.5366,1.1084,380.0443,-0.000445694,0.201348955,1
4546,MAS US EQUITY,21.023,8526.3317,1.4984,1.52,9.131,6.4132,0.09,1.6567,1.1536,252.1355,0.077472657,0.197735813,1
4547,MAS US EQUITY,22.148,8977.7569,1.49,0.28,9.1503,8.2696,0.09,1.6373,1.133,303.5461,0.053512819,0.277767744,1
4548,MAS US EQUITY,23.4664,9332.8405,1.4702,0.18,9.8649,10.4546,0.09,1.8935,1.3697,409.1762,0.05952682,0.340214093,1
4549,MAS US EQUITY,23.44,9297.0637,1.5358,0.3,10.2546,10.3528,0.09,2.2579,1.6428,2614.5038,-0.001125013,0.31996587,1
4550,MCHP US EQUITY,33.08,6403.7325,4.2019,0.41,20.0557,3.2097,0.35,8.9176,7.3461,17.7085,-0.110752688,0.126058041,1
4551,MCHP US EQUITY,32.74,6341.4926,4.2578,-0.11,21.161,3.1423,0.351,7.0337,5.4808,48.8599,-0.010278114,0.230604765,1
4552,MCHP US EQUITY,32.59,6342.1932,4.3019,0.05,33.7299,3.3035,0.352,7.7514,6.0747,50.4082,-0.004581552,0.373120589,1
4553,MCHP US EQUITY,40.29,7949.4089,3.5058,0.5,35.2635,3.9593,0.354,5.3731,4.0792,49.8522,0.081610738,0.172251179,1
4554,MCHP US EQUITY,44.75,8876.9856,3.162,0.53,28.8951,4.294,0.3545,6.2232,4.8409,49.1286,0.110697444,0.008044693,0
4555,MCHP US EQUITY,47.76,9510.6604,2.9669,0.56,27.2205,4.4731,0.355,5.8599,4.7227,47.8004,0.06726257,0.023869347,0
4556,MCHP US EQUITY,48.81,9776.2097,2.9072,0.45,27.1154,4.5084,0.3555,6.8124,5.6898,62.3686,0.021984925,-0.028375333,0
4557,MCHP US EQUITY,47.23,9464.9357,3.0087,0.47,27.3174,4.3076,0.356,5.1337,4.0743,59.558,-0.032370416,-0.087656151,0
4558,MCHP US EQUITY,45.11,9065.5606,3.1545,0.43,27.1525,4.0275,0.3565,5.0511,3.8661,59.5718,-0.044886725,0.031700288,0
4559,MCHP US EQUITY,48.9,9850.837,2.9141,0.49,30.8448,4.833,0.357,7.5278,6.3079,88.6383,0.084016848,-0.014314928,0
4560,MCHP US EQUITY,47.425,9595.179,3.009,0.65,28.1075,4.5735,0.3575,6.0585,4.8604,88.5565,-0.030163599,0.07032156,0
4561,MCHP US EQUITY,43.09,9095.9179,3.3163,0.32,25.5148,4.109,0.358,7.4746,6.1397,126.228,-0.091407486,0.442097935,1
4562,MCHP US EQUITY,46.54,9453.3132,3.0748,0.3,28.8364,4.454,0.3585,4.7475,3.6518,113.1743,0.08006498,0.378384186,1
4563,MCHP US EQUITY,48.2,9819.6144,2.973,0.33,33.9382,4.5733,0.359,8.1064,7.153,114.0631,0.035668242,0.530705394,1
4564,MCHP US EQUITY,50.76,10904.0204,2.827,-0.53,34.0812,4.3099,0.3595,2.9182,1.8094,131.7449,0.053112033,0.520488574,1
4565,MCHP US EQUITY,62.14,13378.0235,2.3125,0.16,39.4748,5.3262,0.36,2.5755,1.6273,123.2553,0.224192277,0.44480206,1
4566,MCHP US EQUITY,64.15,13857.4366,2.2401,0.5,40.7517,5.4985,0.3605,2.5735,1.7569,121.7031,0.032346315,0.369914263,1
4567,MCK US EQUITY,93.75,22068.4876,0.8533,1.61,15.8193,3.2252,0.2,1.0974,0.5761,49.7015,0.068132619,0.221333333,1
4568,MCK US EQUITY,86.03,20303.8374,0.9299,1.7,14.5845,2.8187,0.2,1.1128,0.6098,46.4161,-0.082346667,0.49134023,1
4569,MCK US EQUITY,96.96,22886.4096,0.8251,1.27,16.009,2.9535,0.2,1.1599,0.6279,58.5567,0.127048704,0.66460396,1
4570,MCK US EQUITY,128.3,29332.5209,0.6547,1.76,17.8371,3.6937,0.24,1.1481,0.6212,61.0089,0.120524017,0.517303196,1
4571,MCK US EQUITY,161.4,37075.3478,0.5452,0.28,23.2081,4.6246,0.24,1.152,0.6018,60.7201,0.257989088,0.286121437,1
4572,MCK US EQUITY,176.57,40633.4865,0.521,1.61,24.8942,4.7862,0.24,1.1088,0.6069,102.6749,0.093990087,0.281078326,1
4573,MCK US EQUITY,186.21,43124.8733,0.5155,1.75,26.3485,4.8113,0.24,1.1617,0.6505,99.1454,0.054595911,0.207292841,1
4574,MCK US EQUITY,194.67,45085.4187,0.4931,2.02,26.7296,5.0569,0.24,1.1548,0.6543,100.437,0.045432576,-0.0495197,0
4575,MCK US EQUITY,207.58,48134.0125,0.4625,2.03,24.7896,5.3015,0.24,1.1331,0.6458,97.8996,0.066317358,-0.049860295,0
4576,MCK US EQUITY,226.2,52669.4323,0.4244,0.57,25.7924,6.559,0.24,1.0947,0.546,103.9383,0.089700356,-0.304818744,0
4577,MCK US EQUITY,224.81,52228.4234,0.427,2.49,24.6008,5.8913,0.24,1.1124,0.6437,94.4739,-0.006145004,-0.169743339,0
4578,MCK US EQUITY,185.03,43001.5666,0.5405,2.66,19.6262,4.8426,0.28,1.1143,0.6372,91.2963,-0.176949424,-0.09879479,0
4579,MCK US EQUITY,197.23,45384.4179,0.5273,2.76,19.8913,5.0885,0.28,1.1097,0.6035,84.3297,0.065935254,-0.287887238,0
4580,MCK US EQUITY,157.25,35945.3018,0.6868,1.9,15.4789,3.9647,0.28,1.096,0.5223,77.9143,-0.202707499,-0.057170111,0
4581,MCK US EQUITY,186.65,42125.7424,0.6001,2.41,17.3308,4.5608,0.28,1.0674,0.6287,74.8777,0.186963434,-0.118457005,0
4582,MCK US EQUITY,166.75,37635.8002,0.6717,1.36,15.2315,3.9883,0.28,1.1157,0.6416,73.942,-0.106616662,-0.0788006,0
4583,MCK US EQUITY,140.45,31753.9135,0.7974,2.87,12.8291,3.3593,0.28,1.0287,0.5405,99.5635,-0.157721139,0.110359559,1
4584,MCO US EQUITY,36.55,8212.7849,1.5869,0.77,14.6787,99.3044,0.16,1.5267,1.3766,692.5615,-0.131828979,0.667031464,1
4585,MCO US EQUITY,44.17,9818.9911,1.3584,0.83,17.5258,99.0742,0.16,2.2442,2.1272,436.366,0.208481532,0.592257188,1
4586,MCO US EQUITY,50.32,11216.3277,1.2719,0.72,16.3182,29.1642,0.16,2.1682,2.0561,356.4086,0.139234775,0.559419714,1
4587,MCO US EQUITY,70.33,15500.7316,1.1517,0.84,19.7908,53.7461,0.25,3.101,2.9388,562.0246,0.154275398,0.343665577,1
4588,MCO US EQUITY,78.47,16880.6109,1.1469,0.96,20.9813,49.8205,0.25,2.6012,2.4538,491.1895,0.115740082,0.220976169,1
4589,MCO US EQUITY,79.32,16973.4887,1.2355,1.02,21.0398,43.9901,0.28,2.8675,2.6355,419.6679,0.010832165,0.308623298,1
4590,MCO US EQUITY,87.66,18732.9417,1.2092,1.51,22.5575,41.5684,0.28,2.6928,2.4855,264.2185,0.105143722,0.231576546,1
4591,MCO US EQUITY,94.5,19958.3997,1.1534,1.02,23.4904,78.6394,0.28,2.9393,2.705,410.5033,0.078028747,0.039153439,0
4592,MCO US EQUITY,95.81,19985.9666,1.169,1.14,22.796,80.4868,0.28,2.2392,2.0588,5937.7622,0.013862434,0.047281077,0
4593,MD US EQUITY,34.27,3372.1749,0,0.625,15.1973,1.8742,0,1.7252,1.3001,6.242,-0.078391825,0.336154071,1
4594,MD US EQUITY,37.225,3701.505,0,0.675,16.2555,1.9777,0,1.6449,1.3165,8.8266,0.086227021,0.348556078,1
4595,MD US EQUITY,39.76,3962.1557,0,0.66,16.4298,1.9542,0,1.338,1.0283,12.9659,0.068099396,0.342555332,1
4596,MD US EQUITY,50.2,5083.0108,0,0.77,18.9077,2.2581,0,1.3612,1.0729,11.6681,0.096309238,0.092031873,0
4597,MD US EQUITY,53.38,5369.3653,0,0.79,19.1561,2.3058,0,1.1265,0.9884,7.1107,0.063346614,0.238478831,1
4598,MD US EQUITY,61.98,6210.3873,0,0.64,21.6216,2.6721,0,1.7822,1.5445,17.0777,0.16110903,0.169893514,1
4599,MD US EQUITY,58.15,5779.3785,0,0.8,19.5687,2.4234,0,1.5513,1.342,13.4101,-0.061794127,0.274462597,1
4600,MD US EQUITY,54.82,5495.2884,0,0.87,17.8475,2.1968,0,1.4609,1.2885,17.462,-0.057265692,0.400766144,1
4601,MD US EQUITY,66.11,6638.4967,0,0.9,20.8549,2.8034,0,1.122,0.9757,23.2664,0.205946735,0.083950991,0
4602,MD US EQUITY,72.51,6961.1791,0,0.73,22.2423,3.2064,0,1.7872,1.5625,49.7032,0.09680835,-0.108812578,0
4603,MD US EQUITY,74.11,6931.4432,0,0.91,21.9911,3.1395,0,1.6853,1.4463,66.6932,0.022065922,-0.022669006,0
4604,MD US EQUITY,76.79,7207.4509,0,0.98,22.0661,3.0935,0,1.4168,1.1758,66.1471,0.036162461,-0.137257455,0
4605,MD US EQUITY,71.66,6739.0131,0,0.99,20.0168,2.7558,0,1.2309,1.1782,59.5294,-0.066805574,-0.069773932,0
4606,MD US EQUITY,64.62,6004.055,0,0.74,18,2.4405,0,1.7632,1.695,65.8715,-0.098241697,0.073661405,0
4607,MD US EQUITY,72.43,6737.834,0,0.89,20.2318,2.6475,0,1.6515,1.5767,63.3099,0.120860415,-0.166505592,0
4608,MD US EQUITY,66.25,6198.6647,0,1.04,18.7374,2.3241,0,1.3932,1.3322,73.811,-0.085323761,-0.349132075,0
4609,MD US EQUITY,66.66,6241.8557,0,0.84,18.8534,2.3385,0,1.3078,1.2524,68.0522,0.006188679,-0.198319832,0
4610,MDU US EQUITY,21.61,4080.6272,3.0541,0.29,18.6293,1.4792,0.1675,1.2043,0.7382,59.0592,-0.034836981,0.198981953,1
4611,MDU US EQUITY,22.04,4161.8243,3.0172,-0.16,20.0512,1.4836,0.1675,1.2188,0.7975,63.9454,0.019898195,0.269056261,1
4612,MDU US EQUITY,21.24,4010.7599,3.178,-0.32,18.5329,1.5231,0.1725,1.327,0.8554,66.9565,-0.036297641,0.438323917,1
4613,MDU US EQUITY,27.97,5281.5901,2.4669,0.45,19.5733,1.9442,0.1725,1.4838,1.0091,73.4013,0.079505982,-0.005720415,0
4614,MDU US EQUITY,30.55,5768.7729,2.275,0.48,20.2283,2.0597,0.1775,1.4227,0.9661,65.3406,0.092241688,-0.230769231,0
4615,MDU US EQUITY,34.31,6511.6669,2.0402,0.3,22.4138,2.2738,0.1775,1.6158,1.0389,71.3889,0.123076923,-0.3780239,0
4616,MDU US EQUITY,35.1,6726.6047,2.0085,0.28,24.5218,2.2834,0.1775,1.5843,0.8474,71.3316,0.023025357,-0.443589744,0
4617,MDU US EQUITY,27.81,5393.6518,2.553,0.53,21.4865,1.7585,0.1775,1.4937,0.9568,69.9546,-0.207692308,-0.38151744,0
4618,MDU US EQUITY,23.5,4561.5129,3.0426,0.43,21.3541,1.4633,0.1825,1.2283,0.6871,64.4298,-0.154980223,-0.220425532,0
4619,MDU US EQUITY,21.34,4152.7036,3.3739,-1.57,24.25,1.4956,0.1825,1.1753,0.6353,74.9629,-0.091914894,-0.08809747,0
4620,MDU US EQUITY,19.53,3803.8767,3.7122,-1.18,21.8949,1.5089,0.1825,1.1872,0.6856,85.688,-0.084817245,0.228878648,1
4621,MDU US EQUITY,17.2,3355.0965,4.2442,-0.7154,17.3786,1.4221,0.1825,1.2686,0.7926,87.5104,-0.119303635,0.479069767,1
4622,MDU US EQUITY,18.32,3577.2685,4.012,0.27,17.3217,1.5021,0.1875,1.0465,0.7035,71.2608,0.065116279,0.570414847,1
4623,MDU US EQUITY,19.46,3800.6233,3.8027,0.13,16.5411,1.6054,0.1875,1.3438,0.8061,74.4596,0.062227074,0.40647482,1
4624,MDU US EQUITY,24,4687.3052,3.1042,-0.56,12.9358,2.1089,0.1875,1.648,1.0283,88.8138,0.233299075,0.091666667,0
4625,MDU US EQUITY,25.44,4968.5435,2.9481,0.42,13.5493,2.1887,0.1875,1.5381,0.9742,83.234,0.06,0.02004717,0
4626,MDU US EQUITY,28.77,5618.9071,2.6069,0.34,15.3228,2.4752,0.1925,1.4597,1.01,77.2872,0.130896226,-0.065693431,0
4627,MGM US EQUITY,23.52,11526.3597,0,-0.12,213.8493,2.7356,0,1.2276,1.0346,171.0987,0.150684932,-0.090986395,0
4628,MGM US EQUITY,25.86,12682.5243,0,0.21,84.9847,2.9211,0,0.9125,0.7443,165.2944,0.099489796,-0.186774942,0
4629,MGM US EQUITY,26.4,12952.2341,0,0.22,49.5189,2.9064,0,0.8461,0.7183,162.7359,0.020881671,-0.308712121,0
4630,MGM US EQUITY,22.78,11179.089,0,-0.04,43.5822,2.5295,0,0.5909,0.5186,163.5117,-0.137121212,-0.190079017,0
4631,MGM US EQUITY,21.38,10500.1494,0,-0.7,41.0376,2.5676,0,0.8883,0.809,185.7846,-0.061457419,0.062675398,0
4632,MGM US EQUITY,22.72,12801.9337,0,-1.38,11.8583,2.5065,0,1.0763,0.9611,163.3931,0.231436314,0.268926056,1
4633,MGM US EQUITY,21.44,12110.6216,0,0.12,12.5214,2.3302,0,1.15,1.0141,164.2594,-0.056338028,0.277985075,1
4634,MGM US EQUITY,22.63,12789.4293,0,0.84,12.1245,2.3135,0,1.6654,1.5368,129.7047,0.055503731,0.382677861,1
4635,MGM US EQUITY,26.03,14722.9391,0,0.94,10.919,2.4085,0,1.0393,0.9099,128.8472,0.15024304,0.252016904,1
4636,MGM US EQUITY,28.83,16530.1619,0,0.04,12.0935,2.6676,0,0.9722,0.8675,129.7118,0.107568191,0.158168574,1
4637,MHK US EQUITY,69.83,4816.2871,0,1.06,23.3509,1.3685,0,3.2055,1.3553,46.8222,0.049917306,0.610912215,1
4638,MHK US EQUITY,80.02,5521.076,0,1.02,25.0896,1.5882,0,3.1712,1.3954,42.4192,0.14592582,0.62771807,1
4639,MHK US EQUITY,90.47,6247.8946,0,0.96,23.6254,1.682,0,3.0774,1.3653,37.1797,0.130592352,0.645849453,1
4640,MHK US EQUITY,130.25,9445.2575,0,1.64,23.7377,2.1874,0,2.3018,0.8294,54.1445,0.157880701,0.035086372,0
4641,MHK US EQUITY,148.9,10813.8386,0,1.3,23.7089,2.4261,0,2.3362,0.7979,50.556,0.14318618,0.043384822,0
4642,MHK US EQUITY,135.98,9886.4013,0,1.11,20.3604,2.2081,0,1.7701,0.6426,54.8946,-0.086769644,0.366009707,1
4643,MHK US EQUITY,138.34,10075.1621,0,2.1,19.1912,2.1601,0,1.8046,0.677,51.9299,0.017355493,0.379933497,1
4644,MHK US EQUITY,155.36,11325.263,0,2.01,19.5989,2.564,0,1.531,0.5685,50.9504,0.152351283,0.21903965,1
4645,MHK US EQUITY,189.39,14000.9901,0,2.59,19.9125,2.8844,0,0.9972,0.3824,66.1183,0.04180648,0.05433233,0
4646,MHK US EQUITY,199.68,14809.3298,0,3.1518,16.472,2.6137,0,1.2771,0.5259,43.8348,-0.0032944,0.381710737,1
4647,MIC US EQUITY,33.29,1547.1262,2.4031,0.24,29.869,2.1629,0.625,0.7653,0.5922,156.022,0.009093665,0.605587263,1
4648,MIC US EQUITY,41.48,1934.8346,2.9532,-0.04,33.3205,2.6512,0.6875,1.2879,1.0054,160.4188,0.246019826,0.290742527,1
4649,MIC US EQUITY,45.56,2161.9997,6.3378,-0.2136,80.1423,3.3006,1.375,1.035,0.8068,166.742,0.098360656,0.194688323,1
4650,MIC US EQUITY,53.54,2830.4426,7.1208,0.2,193.6641,3.1197,0.875,0.7943,0.5663,94.1691,0.001683817,0.245797535,1
4651,MIC US EQUITY,54.43,3026.0401,6.3522,0.293,66.7872,2.94,1.02,1.4977,1.0838,86.4665,0.016623086,0.306081205,1
4652,MIC US EQUITY,57.27,3227.1474,6.4737,0.36,55.1659,3.1707,0.9375,1.4797,1.094,87.4133,0.052177108,0.436877947,1
4653,MIC US EQUITY,62.37,3524.8293,6.0646,0.17,52.8788,3.5802,0.95,0.9191,0.6189,98.7348,0.08905186,0.324835658,1
4654,MIC US EQUITY,66.7,4669.0901,5.8283,14.57,12.3047,1.6786,0.98,0.7619,0.4009,70.7238,0.069424403,0.11934033,1
4655,MIC US EQUITY,71.09,5043.8337,5.4684,0.2952,13.2668,1.8132,1.02,1.1451,0.6459,80.7049,0.065817091,0.021240681,0
4656,MIC US EQUITY,82.29,6298.8289,4.8852,-1.22,21.11,2.0519,1.07,0.8533,0.5786,59.948,0.157546772,-0.180459351,0
4657,MIC US EQUITY,82.63,6569.2218,5.0587,-0.8,28.5425,2.1026,1.11,1.1385,0.7982,85.0936,0.004131729,-0.103836379,0
4658,MIC US EQUITY,74.66,5942.1903,5.7996,0.13,25.1677,1.942,1.13,1.1049,0.7262,87.1934,-0.096454072,0.114920975,1
4659,MIC US EQUITY,67.44,5400.8958,6.806,0.28,440.1859,1.8164,1.2,0.664,0.3839,89.4013,-0.07107438,0.194839858,1
4660,MIC US EQUITY,74.05,5948.9361,6.3876,0.24,55.3283,2.0419,1.25,0.6303,0.3821,91.3147,0.098013049,0.058744092,0
4661,MIC US EQUITY,83.24,6786.2154,5.8746,0.52,53.808,2.3062,1.29,0.9127,0.6212,91.8975,0.124105334,-0.132868813,0
4662,MIC US EQUITY,81.7,6685.8583,5.9853,0.89,52.8125,2.2635,1.31,0.9747,0.6757,97.8538,-0.018500721,-0.214198286,0
4663,MIDD US EQUITY,33.203,1864.8984,0,0.5667,18.2671,3.4552,0,1.6551,0.8013,48.419,-0.015536514,0.707586664,1
4664,MIDD US EQUITY,38.547,2163.555,0,0.5433,19.2733,3.8205,0,1.6478,0.7722,44.4278,0.160949312,0.806547851,1
4665,MIDD US EQUITY,42.737,2402.4759,0,0.6867,19.7246,3.7087,0,1.7019,0.8109,40.0091,0.108698472,0.869761565,1
4666,MIDD US EQUITY,69.637,3991.3629,0,0.73,26.5856,5.1109,0,1.8198,0.7958,68.7631,0.228230771,0.265562847,1
4667,MIDD US EQUITY,88.07,5084.6607,0,0.5933,30.2106,5.8902,0,2.0917,0.875,76.546,0.102142464,0.165550131,1
4668,MIDD US EQUITY,82.72,4737.2653,0,0.85,26.6278,5.1995,0,1.934,0.829,65.0594,-0.060747133,0.356745648,1
4669,MIDD US EQUITY,128.81,7411.6971,0,1.42,27.2378,5.5046,0,1.6619,0.8074,47.1918,0.041983498,0.047667107,0
4670,MKTX US EQUITY,26.64,972.3307,1.4264,0.35,20.5698,3.9062,0.11,8.117,7.909,0,-0.285599356,0.75487988,1
4671,MKTX US EQUITY,31.61,1178.0952,1.2654,0.37,23.6761,4.5011,0.11,7.4073,7.2042,0,0.186561562,0.896678266,1
4672,MKTX US EQUITY,35.3,1316.4605,4.9292,0.56,21.9387,5.4404,1.41,5.9423,5.688,0,0.11673521,0.895977337,1
